gender,created,retweet_count,text,num_exclamation,num_tokens,num_replys,contains_link,num_verbs,num_nouns,neg_score,pos_score,neu_score,num_commas,num_period,num_question_mark,num_upper,num_lower,num_num,contains_smiley,num_likes,num_first_person,num_hashtags,num_symbols
male,5/23/15 7:21,0,"(Surgical enhancements are for a different part of the body, and, I was kidding...)",0,19,0,0,3,3,0.0,0.0,1.0,2,3,0,2,61,0,0,0,2,0,7
male,10/1/13 17:44,0,I swear if she touches me one more time. ____ she pisses me off. It's stupid cause my friends fall for the trick as well _,0,32,0,0,7,6,0.261,0.166,0.573,0,2,0,2,87,0,0,0,5,0,8
male,11/2/11 5:18,0,"She is not beautiful m, and I'm talking beyond the superficial beauty.",0,15,0,0,3,2,0.186,0.224,0.59,1,1,0,2,54,0,0,0,2,0,3
male,3/7/10 12:38,0,@Lov3rzWorldwide Say He is the one. The eternal. He doesn't have kids nor did anyone have Him. There is nothing like The One.,0,28,1,0,7,4,0.088,0.0,0.912,0,4,0,10,86,1,0,1,0,0,6
male,1/24/11 19:01,0,Now I Changed! I'm not the same Man I once Yesterday it's for the better watch &amp; take notes,1,24,0,0,5,3,0.0,0.166,0.834,0,0,0,7,65,0,0,0,6,0,5
male,6/10/13 5:56,0,"@TekifyUK I am trying to unbrick my Kindle fire, with a red screen. I followed your youtube video, and am using the unbrick tool.",0,28,1,0,6,6,0.107,0.0,0.893,2,2,0,6,95,0,0,0,8,0,5
male,1/17/10 6:02,0,If you say someone like Wale or Meek or Wiz has gotten big in the past five years you're a moron. They were big in the mixtape game.,0,31,0,0,5,5,0.104,0.081,0.814,0,2,0,5,97,0,0,1,0,0,3
male,8/5/10 8:31,0,Reimagining the #webdesign process by @InVisionApp - https://t.co/Vmb0OZU67e https://t.co/hFlWR8tfOl,0,10,1,1,1,5,0.0,0.0,1.0,0,2,0,12,63,4,0,0,0,1,13
male,1/17/12 20:36,0,@deptulahasrage Clemson only need to stack the line against FSU then they may not even score,0,16,1,0,4,2,0.0,0.0,1.0,0,0,0,4,72,0,0,0,0,0,1
male,2/25/12 4:30,0,@cringe_channel chris chan has the fame,0,6,1,0,1,4,0.0,0.367,0.633,0,0,0,0,32,0,0,0,0,0,2
male,8/12/13 8:21,0,"Im weakkkkk_____
Tbh thats the only way to shut down girls who flex",0,21,0,0,4,9,0.0,0.0,1.0,0,0,0,2,48,0,0,0,0,0,5
male,1/20/11 20:20,0,Chris Got On The Black Toe 1s __,0,9,0,0,1,2,0.0,0.0,1.0,0,0,0,6,16,1,0,0,0,0,2
male,11/21/08 10:38,0,@paulmgardner @cwellssun I knew a guy who was in the military who used it because it doesn't show up on drug tests.,0,24,2,0,5,6,0.0,0.0,1.0,0,1,0,1,89,0,0,0,2,0,4
male,3/24/15 13:17,0,"My mom listening to ""Hello"" what's happening to the world",0,13,0,0,3,3,0.0,0.0,1.0,0,0,0,2,43,0,0,0,1,0,3
male,3/22/10 10:54,0,Total loss of respect for the little twat https://t.co/eQstpYJEck,0,9,0,1,0,3,0.413,0.2,0.387,0,1,0,5,47,0,0,0,0,0,5
male,5/19/12 11:19,0,"he needs his own intro for when you pick up the phone 'CLIFFORD ELLIS, THE GREATEST BROCKER IN THE WORLD' lmfao",0,24,0,0,2,5,0.0,0.307,0.693,1,0,0,41,47,0,0,0,0,0,3
male,9/6/08 19:49,0,Fortune favors the funny in Guatemala election: https://t.co/E1Qa16AweK https://t.co/c8nvJn3VaN,0,10,0,1,1,3,0.0,0.412,0.588,0,2,0,9,62,5,0,0,0,0,11
male,4/30/10 8:27,0,@megwacha Actually the UC announcement seems like it could be related to that.,0,14,1,0,4,1,0.0,0.172,0.828,0,1,0,3,61,0,0,1,0,0,2
male,10/28/12 14:29,0,Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/VuMDKp70A7.,0,15,0,1,2,5,0.0,0.0,1.0,0,4,0,7,54,4,0,0,0,0,8
male,10/12/14 4:30,0,"Kaito's song is about chasing after an idealized version of himself, but in the real world, he's alone. #starmyu https://t.co/TvLbxrYMRK",0,26,0,1,3,5,0.112,0.085,0.804,2,2,0,7,99,0,0,0,0,1,11
male,9/8/14 14:01,0,Photo: Snow Queen - Vlad Barbe | Kids &amp; Family |716822518: The Snow Queen is a fairy tale by Hans Christian... https://t.co/CC4qqNHvjY,0,27,0,1,1,4,0.0,0.0,1.0,0,4,0,17,75,10,0,0,0,0,15
male,9/19/08 13:33,0,@bentorkington @NZInlandRevenue ...don't bother with KiwiSaver until the kickstart fund is restored,0,14,2,0,5,1,0.0,0.307,0.693,0,3,0,6,76,0,0,0,0,0,6
male,9/6/14 15:27,0,"""Came into the game when white rappers weren't a cliche""

@classified spittin' that truth",0,19,1,0,2,5,0.0,0.161,0.839,0,0,0,1,69,0,0,0,0,0,5
male,10/26/14 17:19,0,"Coffee Taster's Flavor Wheel from the SCAA
#coffee
https://t.co/GOLukszOLU https://t.co/HJHczkaiQy",0,14,0,1,0,1,0.0,0.0,1.0,0,2,0,18,59,0,0,0,0,1,12
male,7/24/12 9:01,0,We have a chance for the first time in decades to elect someone who will not be owned by lobby groups or big corporations. Or Saudi Arabia,0,28,0,0,5,8,0.0,0.114,0.886,0,1,0,4,107,0,0,0,0,0,1
male,7/29/13 12:53,0,I saw and met @MarinasDiamonds five months ago today.  I'm forever grateful for the opportunity I was given. _ե__ https://t.co/vLrCSnqN2I,0,27,1,1,8,5,0.0,0.266,0.734,0,3,0,10,94,1,0,0,5,0,12
male,10/12/12 4:15,0,The little things you do always get me heated,0,9,0,0,2,1,0.0,0.0,1.0,0,0,0,1,36,0,0,0,1,0,0
male,11/19/13 16:57,0,#Pennsylvania Believing in yourself is the first secret to success! https://t.co/9sIPL3VcxE,1,13,0,1,2,2,0.0,0.285,0.715,0,1,0,7,65,2,0,0,0,1,7
male,1/28/09 9:43,0,"Corporate welfare is the worst. Dark funds for the Military industrial complex is another. 

All these posts with... https://t.co/awmdynzFxZ",0,23,0,1,2,5,0.186,0.0,0.814,0,6,0,6,104,0,0,0,0,0,10
male,11/18/12 12:18,0,"Rapper Tyga to appear on the next season of KUWTK and he Will Get $25k Per Appearance
- See more &gt;&gt;... https://t.co/b1Rw1LkjHG",0,27,0,1,4,3,0.0,0.0,1.0,0,4,0,16,77,4,0,0,0,0,14
male,5/3/09 9:37,0,Nothing like the midwest. Had a great weekend at The Ruffin's wedding. Im glad we all came together_ https://t.co/DrK2UkEKxV,0,24,0,1,4,4,0.087,0.293,0.62,0,3,0,11,85,1,0,1,1,0,9
male,6/3/11 14:23,0,"Mentally ill woman with her two pink-dyed poodles threatened to shoot someone, followed by the throwing 1/2",0,20,0,0,3,4,0.369,0.0,0.631,1,0,0,1,85,2,0,0,0,0,3
male,7/20/11 11:04,0,"At Steidl &amp; Steinberg, we understand that owing #money to the #IRS or the state is scary. We can help: https://t.co/riC1oHcD1A",0,28,0,1,5,3,0.129,0.108,0.763,1,2,0,11,85,2,0,0,0,2,12
male,6/7/11 8:46,0,"Drugs, greed, and kidnapping  plague Dani and Liz - Bluewater Ganja, 9th of the Bluewater Thrillers #IAN1 #sailing https://t.co/60BrKidlAP",0,25,0,1,1,6,0.136,0.056,0.808,3,1,0,14,90,4,0,0,0,2,11
male,4/26/14 16:50,0,ISIS Launches BIZARRE New Weapon In War Against The Infidel _ FLOATING CONDOM BOMBS (Video) | BB4SP https://t.co/ffjxmiCEt7,0,20,0,1,2,5,0.413,0.0,0.587,0,1,0,45,50,2,0,0,0,0,9
male,5/23/15 10:42,0,@Nataliaa_45 @Caspar_Lee MY PHONE AND IPAD ARE GOING OUT THE WINDOW IN A MINUTE OMG I CANT BREATHE JOE FAVED CASPAR SAID THAT AND I MET JOE,0,27,2,0,3,3,0.0,0.0,1.0,0,0,0,93,14,2,0,0,4,0,4
male,8/6/13 6:39,0,the sky is making weird ass noises,0,7,0,0,2,3,0.51,0.0,0.49,0,0,0,0,28,0,0,0,0,0,0
male,3/16/15 10:42,0,MT @nytimesarts: The longest-running play in America is set to open in NYC for the 1st time https://t.co/65oIQVi9M8 https://t.co/6WIFY90anM,0,22,1,1,5,4,0.0,0.118,0.882,0,2,0,16,84,8,0,0,0,0,13
male,6/15/12 9:31,0,And that I'm apparently in a contract despite the whole spiel about no contracts when I got my phone. .@verizon,0,22,1,0,2,5,0.115,0.0,0.885,0,2,0,3,85,0,0,0,6,0,4
male,7/17/11 14:33,0,The One You Fall In Love With You Should Feel Like Nothin Else Matters.. #Fr,0,17,0,0,3,4,0.0,0.34,0.66,0,2,0,15,44,0,0,2,0,1,3
male,5/11/08 18:10,0,Selling the #Recruiting Process Isn۪t a Gamble - https://t.co/Qbsl8ix3dy #HR #TheCandEs #TChat #HRTechConf,0,18,0,1,1,3,0.0,0.0,1.0,0,1,0,17,63,2,0,0,0,5,11
male,7/7/11 16:42,0,Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/Dzu9HX59Yb.,0,15,0,1,2,4,0.0,0.0,1.0,0,4,0,6,55,4,0,0,0,0,8
male,1/15/11 8:10,0,October and the Apostrophe https://t.co/Mhng687f9w #publishing #authors,0,9,0,1,1,4,0.0,0.0,1.0,0,1,0,3,51,4,0,0,0,2,7
male,6/24/12 13:05,0,720p option is the best,0,5,0,0,1,1,0.0,0.512,0.488,0,0,0,0,16,3,0,0,0,0,0
male,5/23/10 8:54,0,Fantastic launch by @Snapdeal All apps now run smoothly on OnePlus One thanks to the quad core processor! https://t.co/2yMa7R3PcU 4742,1,21,1,1,1,8,0.0,0.274,0.726,0,1,0,10,91,7,0,0,0,0,7
male,11/19/12 20:26,0,7 new unfollowers and 5 new followers (hello! hello!) in the last week. Via https://t.co/WL2CRq09dV,2,20,0,1,0,4,0.0,0.0,1.0,0,2,0,6,64,5,0,0,0,0,10
male,2/5/11 15:21,0,"Except for a couple of broken plays, the Jets did a really good job countering what New England does well on O and exploiting D weaknesses",0,27,0,0,4,6,0.267,0.229,0.503,1,0,0,6,106,0,0,0,0,0,1
male,7/16/09 9:13,0,Look at Ken Barlow putting it on Audrey Roberts the old rascal!,1,13,0,0,2,1,0.0,0.0,1.0,0,0,0,5,46,0,0,0,0,0,1
male,1/4/12 2:36,0,Be In The Lookout!!! ___ https://t.co/dfZqv6Kjbh,3,11,0,1,2,3,0.0,0.0,1.0,0,1,0,6,25,1,0,0,0,0,11
male,7/23/15 6:26,0,@NBA Im hyped bc im so excited for the new season play offs! And who's team will win and who'll be the star!_ُ #ThisIsWhyWePlay #Sweepstakes,2,32,1,0,8,9,0.0,0.31,0.69,0,0,0,11,96,0,0,0,2,2,8
male,9/30/15 3:38,0,Hey guys I've decided I'll be on maybe for 20 minutes the most each day !,1,18,0,0,4,3,0.0,0.0,1.0,0,0,0,3,50,2,0,0,0,0,3
male,3/8/13 21:18,0,@axeslasher @MetalShayne2000 I was super hooked on the Woodland Tortuary talk.,0,12,2,0,1,1,0.0,0.302,0.698,0,1,0,5,56,4,0,0,2,0,3
male,7/19/09 18:12,0,Hot of the presses! https://t.co/fZK5fjSWEJ,1,6,0,1,0,2,0.0,0.0,1.0,0,1,0,7,25,1,0,0,0,0,6
male,5/14/14 10:51,0,@stloto any update when you can use the site again?,0,11,1,0,3,2,0.0,0.0,1.0,0,0,1,0,40,0,0,0,0,0,2
male,8/12/09 7:24,0,Thanks @WinkMartindale for the shout out! I۪m looking pretty good for 75! #FamousName https://t.co/UMrFosWY0u,2,17,1,1,1,3,0.0,0.466,0.534,0,1,0,11,72,3,0,0,0,1,9
male,6/20/14 15:25,0,i am fairly normal for someone who could've died the other night tho,0,14,0,0,4,4,0.247,0.0,0.753,0,0,0,0,55,0,0,0,0,0,1
male,10/27/09 15:22,0,"Via Jewish Voice for Peace "" Analysis of ""racist, blame-the-victim"" arguments which ""dehumanize Palestinians and... https://t.co/fTKu2RMQN1",0,25,0,1,2,3,0.262,0.167,0.571,1,4,0,12,95,2,0,0,0,0,15
male,4/28/11 12:53,0,"If the game tonight can hit 39 total points or more, 11 $5 scratch offs will be coming my way",0,22,0,0,5,6,0.0,0.0,1.0,1,0,0,1,66,5,0,0,2,0,2
male,9/18/14 0:30,0,"Gala Bingo clubs bought for 241m: The UK's largest High Street bingo operator, Gala, is being taken over by_ https://t.co/T7UOjvQqjT",0,26,0,1,4,6,0.0,0.0,1.0,2,1,0,13,86,4,0,0,0,0,10
male,5/20/08 15:42,0,@JoseFranco_ daily caller always wins the contest to most quickly take my joking tweets entirely too seriously,0,18,1,0,4,3,0.092,0.26,0.649,0,0,0,2,90,0,0,0,2,0,2
male,1/5/15 13:53,0,@onedirection Artist of the Year #AMAs https://t.co/DsjN39Gzs1,0,8,1,1,0,4,0.0,0.0,1.0,0,1,0,8,38,3,0,0,0,1,7
male,5/23/11 11:50,0,@CineBroughton 1 more hour until #SPECTRE red bull at the ready #007,0,14,1,0,0,2,0.0,0.2,0.8,0,0,0,9,41,4,0,0,0,2,3
male,4/17/09 22:32,0,Thanks DJ Polish Sausage for the follow!,1,8,0,0,0,2,0.0,0.347,0.653,0,0,0,5,28,0,0,0,0,0,1
male,5/19/12 14:50,0,A sample of the fall colors we encountered during our day hike to Mount LeConte. This picture was_ https://t.co/qlz7fookM4,0,21,0,1,2,8,0.0,0.0,1.0,0,2,0,6,89,2,0,0,0,0,7
male,11/18/12 8:11,0,Tell @SenateDems to stand up to Monsanto and protect #GMO labeling. Sign the petition: https://t.co/SL82I7iqh8 #p2 #RightToKnow #DARKAct,0,24,1,1,5,4,0.0,0.133,0.867,0,2,0,19,83,5,0,0,0,4,12
male,10/2/08 16:23,0,@FitStar I just sent you a DM describing the issue and the email address associated with my account.,0,19,1,0,3,5,0.0,0.0,1.0,0,1,0,5,76,0,0,0,4,0,2
male,3/28/14 16:07,0,#News Amazon celebrates new vinyl store in unveiling the ۪13 Day Vinyl_ https://t.co/OlKFmaMmtC #EDM  #Followback https://t.co/Z0cq8di0sp,0,21,0,1,3,3,0.0,0.278,0.722,0,2,0,14,87,5,0,0,0,3,14
male,10/8/09 1:05,0,Rose to play without minutes restriction in season opener: The Chicago Bulls will open a new era under coach F... https://t.co/6ec5nDJw9W,0,23,0,1,3,8,0.0,0.19,0.81,0,4,0,8,97,3,0,0,0,0,9
male,1/20/13 18:07,0,Colt here! Be sure to Nicole &amp; Colt Edwards group! 10/27 we will start our fun and games for the Release of RECKLESS!...,3,29,0,0,4,4,0.0,0.236,0.764,0,3,0,14,75,4,0,0,0,0,9
male,9/2/11 19:28,0,1 new unfollower in the last day. Via https://t.co/K1SASMDLEB,0,10,0,1,0,2,0.0,0.0,1.0,0,2,0,10,35,2,0,0,0,0,6
male,7/20/11 4:37,0,@PrestigeDiesels Yeah... I had to nail my mat to the floor! @LeahRebeccaUK,1,14,2,0,2,4,0.0,0.0,1.0,0,3,0,8,49,0,0,0,4,0,6
male,12/3/14 5:51,0,The ADA and you. How does this regulation affect your office? #askHCSI https://t.co/i3CLomKeMd,0,16,0,1,2,3,0.0,0.0,1.0,0,2,1,13,60,1,0,0,1,1,8
male,7/1/15 14:16,0,Would The Affair۪ Be Easier To Watch If The Kids Weren۪t Such Brats? [Spoilers]: The Showtime series The Affa... https://t.co/PZU4G93AdO,0,25,0,1,3,5,0.0,0.128,0.872,0,4,1,24,76,3,0,0,0,0,12
male,5/20/07 0:31,0,@maxschrems check out work on the consent receipt۝ and safe harbour via consent analysis https://t.co/R5ShghCSxe,0,15,1,1,1,8,0.0,0.358,0.642,0,1,0,4,86,1,0,0,0,0,6
male,10/20/13 16:34,0,Im never goin find the right girl,0,8,0,0,3,1,0.0,0.0,1.0,0,0,0,1,26,0,0,0,0,0,0
male,2/24/14 18:28,0,Dude the Jamaicans ___ https://t.co/E1mdvu2PqN,0,7,0,1,2,2,0.0,0.0,1.0,0,1,0,5,27,2,0,0,0,0,8
male,7/5/09 19:05,0,"@D_BBach Yes and no. They were bad last night, but Bradford also has the 2nd-worst off-target % in the NFL. Goes both ways.",0,31,1,0,4,4,0.156,0.075,0.769,1,3,0,10,81,1,0,0,0,0,9
male,12/14/12 6:50,0,#massimolandi #newyork #newyorkcity #nyc The Wall Street Bull #economia #economics https://t.co/0rqkG8q5AB,0,17,0,1,1,9,0.0,0.0,1.0,0,1,0,7,75,3,0,0,0,6,11
male,9/25/12 19:00,0,Quad and a half kills to start off the round! 27/6 block party.  Play on pc? Slip into my_ https://t.co/fecWouEcfU,1,25,0,1,3,8,0.25,0.19,0.56,0,2,1,6,75,3,0,0,0,0,10
male,1/6/11 20:39,0,Trey Wingo just did a Jim Halpert look to the camera when Herm Edwards was talking,0,16,0,0,4,1,0.0,0.0,1.0,0,0,0,6,61,0,0,0,0,0,0
male,4/18/13 6:41,0,Lets not forget the running backs too..if you can even stop the pass game. They have a pretty skilled lineman at fullback.. BRUH,0,27,0,0,5,7,0.129,0.185,0.685,0,5,0,6,95,0,0,0,0,0,5
male,7/13/15 11:23,0,Who is going to be the first one to say goodbya,0,11,0,0,5,1,0.0,0.0,1.0,0,0,0,1,36,0,0,0,0,0,0
male,3/6/15 17:05,0,Side nikka of the year __,0,7,0,0,0,5,0.0,0.0,1.0,0,0,0,1,17,0,0,0,0,0,2
male,9/16/14 15:54,0,"Im a huge fan of the Patriots, but some of you are just ignorant",0,16,0,0,2,1,0.166,0.207,0.627,1,0,0,2,48,0,0,0,0,0,1
male,8/10/10 13:10,0,View From The West Stand is pretty much going to write itself when we play Staines. Perfect draw for me. #lofc,0,24,0,0,6,2,0.0,0.341,0.659,0,2,0,7,80,0,0,0,0,1,3
male,3/29/15 16:49,0,wles soa maravilhosp d+ p se d verdads @onedirection Artist Of The Year #AMAs,0,15,1,0,1,7,0.0,0.0,1.0,0,0,0,7,54,0,0,0,0,1,3
male,4/10/10 4:03,0,"""All of the computer hacking techniques described are real."" SOCIAL ENGINEER is currently #FREE https://t.co/RctWv97BPy #kindle #mystery",0,23,0,1,3,6,0.0,0.0,1.0,0,2,0,23,84,2,0,0,0,3,11
male,4/17/09 22:32,0,Thanks Vincent R. Photog for the follow!,1,8,0,0,0,1,0.0,0.347,0.653,0,1,0,4,28,0,0,0,0,0,2
male,10/28/10 13:16,0,@LikeImTayha IGht got you about to dm you the credits thing hold on real quick driving real quick got to log in my bmi,0,24,1,0,6,3,0.0,0.098,0.902,0,0,0,5,89,0,0,0,2,0,1
male,7/19/09 14:06,0,Dharma Bums. Better than On The Road...making the bold statements today. So brave of me. https://t.co/Riy6HPzvdD,0,21,0,1,2,2,0.0,0.414,0.586,0,7,0,11,74,1,0,0,0,0,11
male,3/10/09 6:29,0,"Following #WWEHIAC and ahead of #RAW tonight, here's how I'd book @WWEBrayWyatt to be a monster by Wrestlemania 32 https://t.co/HZAOQcVSm8",0,25,1,1,5,3,0.0,0.0,1.0,1,1,0,25,80,3,0,0,0,2,11
male,9/13/14 17:42,0,Mlg time on the bus https://t.co/t9Re2aVYcM,0,6,0,1,0,3,0.0,0.0,1.0,0,1,0,5,26,2,0,0,0,0,5
male,8/20/09 6:22,0,Listen: @harry_square - The Pig Hunter (@burakandemre Rmx) on #RenaissancePodcast 22/10/15 https://t.co/BS9DfvBpiv #dj #EDM #madeinitaly,0,22,2,1,2,4,0.0,0.0,1.0,0,1,0,14,83,7,0,0,0,4,18
male,4/24/09 21:36,0,I added a video to a @YouTube playlist https://t.co/jtVSol8JK0 JEM REACTS - to the new Jem And The Holograms Trailer,0,20,1,1,2,2,0.0,0.0,1.0,0,1,0,21,67,2,0,0,1,0,7
male,5/30/11 16:59,0,Seems as though someone has something in the works. https://t.co/bcCWHS3xBd,0,11,0,1,2,3,0.0,0.0,1.0,0,2,0,6,53,1,0,0,0,0,6
male,10/3/12 10:28,0,The House science committee is worse than the Benghazi committee https://t.co/KhdezWHpVG,0,11,0,1,2,3,0.237,0.0,0.763,0,1,0,8,65,0,0,0,0,0,5
male,8/13/12 14:50,0,@Samd96 and we have to listen to Christmas carols the whole way there,0,13,1,0,3,2,0.0,0.0,1.0,0,0,0,2,52,2,0,0,0,0,1
male,7/23/13 9:08,0,@Harley_B_X THE LITTLE SMILEY FACE,0,5,1,0,0,1,0.0,0.492,0.508,0,0,0,22,5,0,0,0,0,0,3
male,8/3/10 6:22,0,Oomf is so cute without the E I swear boy.,0,11,0,0,2,2,0.0,0.455,0.545,0,1,0,3,29,0,0,0,2,0,1
male,6/24/12 21:47,0,@HunterFSU06 I say it CAPS bcus it's  simple and being made complicated. Actually performing is a big part of winning. ALL OF THE ABOVE.,0,29,1,0,9,1,0.0,0.139,0.861,0,3,0,23,82,2,0,0,2,0,5
male,5/31/12 13:33,0,Where was I when the good ones were being taken??,0,12,0,0,4,1,0.0,0.29,0.71,0,0,2,2,36,0,0,0,2,0,2
male,9/23/12 11:22,0,#mcg #cmk the movement fr ' and stop all this fake claiming yall ain't with the gang ___ɡ_٠,0,25,0,0,3,6,0.261,0.0,0.739,0,0,0,0,65,1,0,0,0,2,8
male,8/17/12 4:15,0,"i wish it was""@Valkyrie_Law: Um sure the feeling is no mutual lol https://t.co/0N0oHZ2bxl""",0,15,1,1,2,4,0.119,0.503,0.378,0,1,0,6,59,3,0,0,0,0,10
male,12/7/09 13:17,0,"12 weeks to the day since I had one of the best days with @dickiewelch.

It absolutely cannot be 3 months before the next time. _",0,30,1,0,3,7,0.0,0.16,0.84,0,2,0,2,94,3,0,0,2,0,4
male,12/24/09 1:04,0,Triggered Email: The Killer Conversion App: Marketers have been using spray and pray۝ tactics for decades. Th... https://t.co/nyxhRMML2P,0,22,0,1,4,6,0.202,0.0,0.798,0,5,0,13,93,1,0,0,0,0,11
male,1/22/14 7:30,0,"@Moratwe_ lol, so you'll hit the low notes __",0,13,1,0,3,2,0.176,0.235,0.588,1,0,0,1,30,0,0,0,0,0,6
male,2/7/15 18:05,0,The most badass car to date  https://t.co/Ki4dD1Va8W,0,8,0,1,0,4,0.24,0.0,0.76,0,1,0,5,32,3,0,0,0,0,5
