gender,created,retweet_count,text
male,7/1/13 3:55,0,@kbonimtetezi mheshimiwa travellers along that stretch of the road (lubao) r hurting and nobody seems to be raising this issue!
male,8/3/09 14:34,0,Greenville Thursday. Yall holla you need anything. Know I'm the plug
male,10/6/13 15:03,0,@AndyRobsonTips Cardiff or drew with the over 1.5 match goals sounds good to me
male,9/7/14 8:02,0,"Gala Bingo clubs bought for 241m: The UK's largest High Street bingo operator, Gala, is being taken over by_ https://t.co/XprInke1m2"
male,4/13/09 16:23,0,Best thing about having an audition on the west side is being able to eat lunch at Komodo
male,6/14/11 21:47,0,Discipline is the bridge between goals and accomplishment. - Jim Rohn
male,1/6/10 13:25,0,"In the last 20 minutes that Wednesday fan has tweeted about us 3 times, no, not obsessed, not even a little bit _______________"
male,5/13/07 21:34,0,Triggered Email: The Killer Conversion App https://t.co/obCkhxkOm7
male,10/11/15 5:03,0,@Hakeem_NLT Boii make the wafflw link to the reference then the word count should clear up lol
male,3/4/13 6:45,0,"@Harry_Styles always remember, never forget you're the best and the greatest in the world just being you always you till the end of time YOU"
male,2/9/11 6:55,0,The POLITICS of evidence + results in international development. https://t.co/T7N2c2TTBf - Looks great. h/t @duncan_ids @rosalindeyben +
male,5/23/15 7:21,0,"(Surgical enhancements are for a different part of the body, and, I was kidding...)"
male,10/1/13 17:44,0,I swear if she touches me one more time. ____ she pisses me off. It's stupid cause my friends fall for the trick as well _
male,11/2/11 5:18,0,"She is not beautiful m, and I'm talking beyond the superficial beauty."
male,3/7/10 12:38,0,@Lov3rzWorldwide Say He is the one. The eternal. He doesn't have kids nor did anyone have Him. There is nothing like The One.
male,1/24/11 19:01,0,Now I Changed! I'm not the same Man I once Yesterday it's for the better watch &amp; take notes
male,6/10/13 5:56,0,"@TekifyUK I am trying to unbrick my Kindle fire, with a red screen. I followed your youtube video, and am using the unbrick tool."
male,1/17/10 6:02,0,If you say someone like Wale or Meek or Wiz has gotten big in the past five years you're a moron. They were big in the mixtape game.
male,8/5/10 8:31,0,Reimagining the #webdesign process by @InVisionApp - https://t.co/Vmb0OZU67e https://t.co/hFlWR8tfOl
male,1/17/12 20:36,0,@deptulahasrage Clemson only need to stack the line against FSU then they may not even score
male,2/25/12 4:30,0,@cringe_channel chris chan has the fame
male,8/12/13 8:21,0,"Im weakkkkk_____
Tbh thats the only way to shut down girls who flex"
male,1/20/11 20:20,0,Chris Got On The Black Toe 1s __
male,11/21/08 10:38,0,@paulmgardner @cwellssun I knew a guy who was in the military who used it because it doesn't show up on drug tests.
male,3/24/15 13:17,0,"My mom listening to ""Hello"" what's happening to the world"
male,3/22/10 10:54,0,Total loss of respect for the little twat https://t.co/eQstpYJEck
male,5/19/12 11:19,0,"he needs his own intro for when you pick up the phone 'CLIFFORD ELLIS, THE GREATEST BROCKER IN THE WORLD' lmfao"
male,9/6/08 19:49,0,Fortune favors the funny in Guatemala election: https://t.co/E1Qa16AweK https://t.co/c8nvJn3VaN
male,4/30/10 8:27,0,@megwacha Actually the UC announcement seems like it could be related to that.
male,10/28/12 14:29,0,Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/VuMDKp70A7.
male,10/12/14 4:30,0,"Kaito's song is about chasing after an idealized version of himself, but in the real world, he's alone. #starmyu https://t.co/TvLbxrYMRK"
male,9/8/14 14:01,0,Photo: Snow Queen - Vlad Barbe | Kids &amp; Family |716822518: The Snow Queen is a fairy tale by Hans Christian... https://t.co/CC4qqNHvjY
male,9/19/08 13:33,0,@bentorkington @NZInlandRevenue ...don't bother with KiwiSaver until the kickstart fund is restored
male,9/6/14 15:27,0,"""Came into the game when white rappers weren't a cliche""

@classified spittin' that truth"
male,10/26/14 17:19,0,"Coffee Taster's Flavor Wheel from the SCAA
#coffee
https://t.co/GOLukszOLU https://t.co/HJHczkaiQy"
male,7/24/12 9:01,0,We have a chance for the first time in decades to elect someone who will not be owned by lobby groups or big corporations. Or Saudi Arabia
male,7/29/13 12:53,0,I saw and met @MarinasDiamonds five months ago today.  I'm forever grateful for the opportunity I was given. _ե__ https://t.co/vLrCSnqN2I
male,10/12/12 4:15,0,The little things you do always get me heated
male,11/19/13 16:57,0,#Pennsylvania Believing in yourself is the first secret to success! https://t.co/9sIPL3VcxE
male,1/28/09 9:43,0,"Corporate welfare is the worst. Dark funds for the Military industrial complex is another. 

All these posts with... https://t.co/awmdynzFxZ"
male,11/18/12 12:18,0,"Rapper Tyga to appear on the next season of KUWTK and he Will Get $25k Per Appearance
- See more &gt;&gt;... https://t.co/b1Rw1LkjHG"
male,5/3/09 9:37,0,Nothing like the midwest. Had a great weekend at The Ruffin's wedding. Im glad we all came together_ https://t.co/DrK2UkEKxV
male,6/3/11 14:23,0,"Mentally ill woman with her two pink-dyed poodles threatened to shoot someone, followed by the throwing 1/2"
male,7/20/11 11:04,0,"At Steidl &amp; Steinberg, we understand that owing #money to the #IRS or the state is scary. We can help: https://t.co/riC1oHcD1A"
male,6/7/11 8:46,0,"Drugs, greed, and kidnapping  plague Dani and Liz - Bluewater Ganja, 9th of the Bluewater Thrillers #IAN1 #sailing https://t.co/60BrKidlAP"
male,4/26/14 16:50,0,ISIS Launches BIZARRE New Weapon In War Against The Infidel _ FLOATING CONDOM BOMBS (Video) | BB4SP https://t.co/ffjxmiCEt7
male,5/23/15 10:42,0,@Nataliaa_45 @Caspar_Lee MY PHONE AND IPAD ARE GOING OUT THE WINDOW IN A MINUTE OMG I CANT BREATHE JOE FAVED CASPAR SAID THAT AND I MET JOE
male,8/6/13 6:39,0,the sky is making weird ass noises
male,3/16/15 10:42,0,MT @nytimesarts: The longest-running play in America is set to open in NYC for the 1st time https://t.co/65oIQVi9M8 https://t.co/6WIFY90anM
male,6/15/12 9:31,0,And that I'm apparently in a contract despite the whole spiel about no contracts when I got my phone. .@verizon
male,7/17/11 14:33,0,The One You Fall In Love With You Should Feel Like Nothin Else Matters.. #Fr
male,5/11/08 18:10,0,Selling the #Recruiting Process Isn۪t a Gamble - https://t.co/Qbsl8ix3dy #HR #TheCandEs #TChat #HRTechConf
male,7/7/11 16:42,0,Stats for the day have arrived. 1 new unfollower. Stats via https://t.co/Dzu9HX59Yb.
male,1/15/11 8:10,0,October and the Apostrophe https://t.co/Mhng687f9w #publishing #authors
male,6/24/12 13:05,0,720p option is the best
male,5/23/10 8:54,0,Fantastic launch by @Snapdeal All apps now run smoothly on OnePlus One thanks to the quad core processor! https://t.co/2yMa7R3PcU 4742
male,11/19/12 20:26,0,7 new unfollowers and 5 new followers (hello! hello!) in the last week. Via https://t.co/WL2CRq09dV
male,2/5/11 15:21,0,"Except for a couple of broken plays, the Jets did a really good job countering what New England does well on O and exploiting D weaknesses"
male,7/16/09 9:13,0,Look at Ken Barlow putting it on Audrey Roberts the old rascal!
male,1/4/12 2:36,0,Be In The Lookout!!! ___ https://t.co/dfZqv6Kjbh
male,7/23/15 6:26,0,@NBA Im hyped bc im so excited for the new season play offs! And who's team will win and who'll be the star!_ُ #ThisIsWhyWePlay #Sweepstakes
male,9/30/15 3:38,0,Hey guys I've decided I'll be on maybe for 20 minutes the most each day !
male,3/8/13 21:18,0,@axeslasher @MetalShayne2000 I was super hooked on the Woodland Tortuary talk.
male,7/19/09 18:12,0,Hot of the presses! https://t.co/fZK5fjSWEJ
male,5/14/14 10:51,0,@stloto any update when you can use the site again?
male,8/12/09 7:24,0,Thanks @WinkMartindale for the shout out! I۪m looking pretty good for 75! #FamousName https://t.co/UMrFosWY0u
male,6/20/14 15:25,0,i am fairly normal for someone who could've died the other night tho
male,10/27/09 15:22,0,"Via Jewish Voice for Peace "" Analysis of ""racist, blame-the-victim"" arguments which ""dehumanize Palestinians and... https://t.co/fTKu2RMQN1"
male,4/28/11 12:53,0,"If the game tonight can hit 39 total points or more, 11 $5 scratch offs will be coming my way"
male,9/18/14 0:30,0,"Gala Bingo clubs bought for 241m: The UK's largest High Street bingo operator, Gala, is being taken over by_ https://t.co/T7UOjvQqjT"
male,5/20/08 15:42,0,@JoseFranco_ daily caller always wins the contest to most quickly take my joking tweets entirely too seriously
male,1/5/15 13:53,0,@onedirection Artist of the Year #AMAs https://t.co/DsjN39Gzs1
male,5/23/11 11:50,0,@CineBroughton 1 more hour until #SPECTRE red bull at the ready #007
male,4/17/09 22:32,0,Thanks DJ Polish Sausage for the follow!
male,5/19/12 14:50,0,A sample of the fall colors we encountered during our day hike to Mount LeConte. This picture was_ https://t.co/qlz7fookM4
male,11/18/12 8:11,0,Tell @SenateDems to stand up to Monsanto and protect #GMO labeling. Sign the petition: https://t.co/SL82I7iqh8 #p2 #RightToKnow #DARKAct
male,10/2/08 16:23,0,@FitStar I just sent you a DM describing the issue and the email address associated with my account.
male,3/28/14 16:07,0,#News Amazon celebrates new vinyl store in unveiling the ۪13 Day Vinyl_ https://t.co/OlKFmaMmtC #EDM  #Followback https://t.co/Z0cq8di0sp
male,10/8/09 1:05,0,Rose to play without minutes restriction in season opener: The Chicago Bulls will open a new era under coach F... https://t.co/6ec5nDJw9W
male,1/20/13 18:07,0,Colt here! Be sure to Nicole &amp; Colt Edwards group! 10/27 we will start our fun and games for the Release of RECKLESS!...
male,9/2/11 19:28,0,1 new unfollower in the last day. Via https://t.co/K1SASMDLEB
male,7/20/11 4:37,0,@PrestigeDiesels Yeah... I had to nail my mat to the floor! @LeahRebeccaUK
male,12/3/14 5:51,0,The ADA and you. How does this regulation affect your office? #askHCSI https://t.co/i3CLomKeMd
male,7/1/15 14:16,0,Would The Affair۪ Be Easier To Watch If The Kids Weren۪t Such Brats? [Spoilers]: The Showtime series The Affa... https://t.co/PZU4G93AdO
male,5/20/07 0:31,0,@maxschrems check out work on the consent receipt۝ and safe harbour via consent analysis https://t.co/R5ShghCSxe
male,10/20/13 16:34,0,Im never goin find the right girl
male,2/24/14 18:28,0,Dude the Jamaicans ___ https://t.co/E1mdvu2PqN
male,7/5/09 19:05,0,"@D_BBach Yes and no. They were bad last night, but Bradford also has the 2nd-worst off-target % in the NFL. Goes both ways."
male,12/14/12 6:50,0,#massimolandi #newyork #newyorkcity #nyc The Wall Street Bull #economia #economics https://t.co/0rqkG8q5AB
male,9/25/12 19:00,0,Quad and a half kills to start off the round! 27/6 block party.  Play on pc? Slip into my_ https://t.co/fecWouEcfU
male,1/6/11 20:39,0,Trey Wingo just did a Jim Halpert look to the camera when Herm Edwards was talking
male,4/18/13 6:41,0,Lets not forget the running backs too..if you can even stop the pass game. They have a pretty skilled lineman at fullback.. BRUH
male,7/13/15 11:23,0,Who is going to be the first one to say goodbya
male,3/6/15 17:05,0,Side nikka of the year __
male,9/16/14 15:54,0,"Im a huge fan of the Patriots, but some of you are just ignorant"
male,8/10/10 13:10,0,View From The West Stand is pretty much going to write itself when we play Staines. Perfect draw for me. #lofc
male,3/29/15 16:49,0,wles soa maravilhosp d+ p se d verdads @onedirection Artist Of The Year #AMAs
male,4/10/10 4:03,0,"""All of the computer hacking techniques described are real."" SOCIAL ENGINEER is currently #FREE https://t.co/RctWv97BPy #kindle #mystery"
male,4/17/09 22:32,0,Thanks Vincent R. Photog for the follow!
male,10/28/10 13:16,0,@LikeImTayha IGht got you about to dm you the credits thing hold on real quick driving real quick got to log in my bmi
male,7/19/09 14:06,0,Dharma Bums. Better than On The Road...making the bold statements today. So brave of me. https://t.co/Riy6HPzvdD
male,3/10/09 6:29,0,"Following #WWEHIAC and ahead of #RAW tonight, here's how I'd book @WWEBrayWyatt to be a monster by Wrestlemania 32 https://t.co/HZAOQcVSm8"
male,9/13/14 17:42,0,Mlg time on the bus https://t.co/t9Re2aVYcM
male,8/20/09 6:22,0,Listen: @harry_square - The Pig Hunter (@burakandemre Rmx) on #RenaissancePodcast 22/10/15 https://t.co/BS9DfvBpiv #dj #EDM #madeinitaly
male,4/24/09 21:36,0,I added a video to a @YouTube playlist https://t.co/jtVSol8JK0 JEM REACTS - to the new Jem And The Holograms Trailer
male,5/30/11 16:59,0,Seems as though someone has something in the works. https://t.co/bcCWHS3xBd
male,10/3/12 10:28,0,The House science committee is worse than the Benghazi committee https://t.co/KhdezWHpVG
male,8/13/12 14:50,0,@Samd96 and we have to listen to Christmas carols the whole way there
male,7/23/13 9:08,0,@Harley_B_X THE LITTLE SMILEY FACE
male,8/3/10 6:22,0,Oomf is so cute without the E I swear boy.
male,6/24/12 21:47,0,@HunterFSU06 I say it CAPS bcus it's  simple and being made complicated. Actually performing is a big part of winning. ALL OF THE ABOVE.
male,5/31/12 13:33,0,Where was I when the good ones were being taken??
male,9/23/12 11:22,0,#mcg #cmk the movement fr ' and stop all this fake claiming yall ain't with the gang ___ɡ_٠
male,8/17/12 4:15,0,"i wish it was""@Valkyrie_Law: Um sure the feeling is no mutual lol https://t.co/0N0oHZ2bxl"""
male,12/7/09 13:17,0,"12 weeks to the day since I had one of the best days with @dickiewelch.

It absolutely cannot be 3 months before the next time. _"
male,12/24/09 1:04,0,Triggered Email: The Killer Conversion App: Marketers have been using spray and pray۝ tactics for decades. Th... https://t.co/nyxhRMML2P
male,1/22/14 7:30,0,"@Moratwe_ lol, so you'll hit the low notes __"
male,2/7/15 18:05,0,The most badass car to date  https://t.co/Ki4dD1Va8W
male,2/26/13 17:26,0,pqp  @onedirection Artist Of The Year #AMAs https://t.co/AkjznrhCMc
male,2/29/12 5:56,0,Remember the time you wanted us to race in Mexico but the police pulled up... You decided to burn out in their face so they'd chase you...
male,1/10/14 16:13,0,I liked a @YouTube video https://t.co/up1wGjyapP Artists Reveal the Satanic Industry
male,9/17/14 3:08,0,"Gala Bingo clubs bought for 241m: The UK's largest High Street bingo operator, Gala, is being taken over by_ https://t.co/UFcWKDyenJ"
male,2/15/12 23:27,0,The rest of these workers are hating cause I do is chill and listen to music . Lol
male,10/21/15 19:44,0,@MJsDirtyDiana what if that person's fear of the outcome stops his or hers actions and words?
male,6/19/12 13:51,0,@MattUKTweets let's be honest if she went to the average working class college they'd just tell her to piss off.
male,8/31/14 8:03,0,"@elliexcastle Fuck that, just stick the weeknd on repeat_"
male,10/3/14 7:57,0,Photo: The Graveyard Book (Unabridged) - Neil Gaiman | Kids &amp; Young Adults |292061896: Neil Richard Gaiman... https://t.co/xMbPwuv7ux
male,8/9/12 17:03,0,Vinod Khosla Steps Off Square۪s Board In Advance Of Its IPO: Vinod Khosla has stepped down as director on the_ https://t.co/FUOsN1q9SK
male,11/3/12 20:02,0,@GodJoeyy limit the carbs? Damn
male,5/25/10 5:58,0,Blog me!  https://t.co/wk8hXd0hST  Even fat cat hates the Twin Cities commute! @MorningGrind950 https://t.co/eBQ82Sghkb
male,7/3/14 1:53,0,A Flash of Light: The Photographs of E.J. Kelty - Will Kelty | Classics |808897125 - See Kelty (company)... https://t.co/U145nW3k7I
male,1/27/10 15:44,0,https://t.co/SiLSEuvXeA One of the greatest unsolved mysteries of all time! #TheZodiacKiller. https://t.co/w6jtUDVBC5
male,5/24/10 13:09,0,Number crunching for the past day - 1 new follower and NO unfollowers. Stats via https://t.co/Ka95HBPNQx
male,7/15/09 5:18,0,Number crunching for the past day - 1 new follower and NO unfollowers. Stats via https://t.co/EloPDBfe8b
male,2/8/11 13:11,0,"@ZBierband YO ZBB, played our last seasonal gig at St. Jude.  Good times had by all.
Remember the more you drink, the better we sound!"
male,3/3/14 17:37,0,@TheSmithMinute I just Googled it. The gum looks like big white sheets of paper!
male,1/28/10 13:17,0,Wheres the 8th man ? @Knickfan_4life
male,8/14/09 8:18,0,I hope Pierre Neuville wins the #wsop ME. love the way stands there like he's waiting for the guy he just busted to high five him.
male,1/24/15 18:47,0,Why they had to be grimy &amp; not count the apple streams how dear they :(
male,4/19/12 10:21,0,@ACroasdell do you really like to answer the oncers! you're amazing!
male,7/2/14 22:53,0,"The Taming of the Queen (Unabridged) - Philippa Gregory | Romance |1023481763 - Philippa Gregory (Kenya, 9... https://t.co/dMy1uVct7I"
male,3/24/11 21:09,0,Let the boy live _ https://t.co/ghNmaHzRpk
male,7/8/11 13:12,0,Chilling on @CubeCraftGames in the selfie area ;) Been sweating out on EggWars all day! #bestgamemodever https://t.co/2a7jBOZEnr
male,7/6/13 4:12,0,@Thomo_Grant same situation with how many times the big clubs play each other twice. #_յ
male,3/14/11 10:57,0,Thanks for the retweets this week @SovereignPlc @Adfresco_Print much appreciated!
male,11/2/13 14:13,0,jk . im angry all the time about it . hint why i never hang out with you guys
male,7/6/10 10:01,0,@Katsuraptor i really liked the first 2 ovas but then the third has hour long rape scene in hell and i was like uhhhh i think im out
male,6/22/09 21:19,0,Huh. Supergirl airs today? Aaand now I got disturbing images of Jeb sitting in a snuggy in front of the TV with a box of Kleenex ready... D:
male,2/18/12 7:32,0,When you get your English classwork all done in the first day it's released _٪_ُ__
male,6/4/10 6:23,0,When the homies won't let you out of the group chat .... https://t.co/sszplkOuN2
male,5/16/09 23:57,0,@rodimusprime is the site down for maintenance?
male,4/29/09 21:29,0,@ATTCares any way to get the phone shipped faster?
male,5/11/13 22:29,0,But why do those easy exams cost so much! The praxis is cheaper. And to top it off I have to pay extra just to get certified lol.
male,1/22/15 14:17,0,@AskHobo because I told him you were telling the truth
male,1/13/14 11:51,0,@TSMTheOddOne shoutout to the crt
male,2/23/12 17:17,0,@bigevvy10 Agreed. It's also the last thing the Cowboys need right now considering how this season has gone thus far.
male,2/18/11 13:29,0,Love leaving my shopping on the top of my van and driving off. Seeing a loaf of bread and grapes rolling off my windscreen is a great laugh!
male,3/14/09 12:26,0,"I live for the nights I can't remember with people I won't forget _ٍ @ Sherman Oaks, Los Angeles https://t.co/1XRSynHf8N"
male,1/31/14 5:58,0,"A magnificent test flight of the scaled @WorldViewVoyage capsule. The entire test flight went perfectly, &amp; landing. https://t.co/3dLzi6NPYG"
male,9/20/10 21:38,0,@lizziecaakes yeah ill send you the flier when i do it today:)  costume party
male,3/17/15 0:52,0,@onedirection Favorite Duo or Group Pop/Rock at the #AMAs
male,4/11/13 4:02,0,@AlhenaSmile @markgatiiss Spectre Premiere at the Royal Albert Hall in London
male,7/30/15 14:52,0,Don't do something for someone who ain't gonna do the same for you
male,7/23/14 10:34,0,"hi angel @NiallOfficial; i love all the tracks from #MadeInTheAM so far, they're amazing! i'm so proud, mind following lifesaver?    12,301"
male,9/15/13 20:47,0,@dirtysocks66 or ask the Jets as they blew a minute by not calling timeouts
male,8/29/15 9:52,0,The Four Most Important Symptoms #ConcentrationProblems https://t.co/W7LP6KE2ii https://t.co/1TPpGtvDoo
male,5/6/10 20:33,0,"Using fresh herbs for cooking, fantastic teas, healing ailments? Grow your own herb garden and enjoy the rewards: https://t.co/5NP8GaPuDc"
male,3/24/15 10:00,0,1 for me. 25 for the people in line after me. Keep Calm and #rakattack ON! #yeg https://t.co/715MqX9TGI
male,8/7/11 21:39,0,@RealDiscoDonnie because we got one from something not so wonderful getting cancelled as well. So we just gonna get the original refund?
male,8/11/15 17:01,0,Go to the Sixers game on my birthday? #debate
male,10/24/13 17:41,0,@VictoriaFalls_G I can't promise ALL the gossip...
male,1/20/13 14:36,0,"You hearing lies everyday, all you gotta do is turn on the tv."
male,6/15/10 9:16,0,Experts split on likely Long-Range Strike Bomber winner: The US Air Force is poised to deliver the decision of... https://t.co/79TNzSDbcZ
male,3/17/15 14:26,0,@onedirection Favorite Duo or Group Pop/Rock at the #AMAs
male,3/17/15 14:22,0,@onedirection Favorite Duo or Group Pop/Rock at the #AMAs
male,9/4/13 15:17,0,@AshKeeline &amp; I have absolutely the perfect girlfriend that I can possibly dream of
male,8/3/14 0:07,0,32 on me &amp; it's hotter then the sun_մ_մ
male,3/16/15 15:25,0,@onedirection Favorite Duo or Group Pop/Rock at the #AMAs
male,3/17/15 0:56,0,@onedirection Favorite Duo or Group Pop/Rock at the #AMAs
male,9/12/08 11:46,0,@DumbCreationist There's NOTHING new in the paper or it would be pasted on every TV screen worldwide! It's the same unsubstantiated rot.
male,7/20/15 9:24,0,We gone show the world the definition of real.
male,2/21/15 5:32,0,@onedirection Favorite Duo or Group Pop/Rock at the #AMAs
male,2/26/12 8:49,0,Why are there so many plant and animal species ? Book The Mystery of Origin of the Universe۝ https://t.co/JC0vGn1QSW _ _ _ _ _ _
male,3/21/09 16:43,0,Pedro saying he's finding it hard at Chelsea because the football is different from Barca's...Everyone knows Chelsea bus parking football
male,12/28/13 20:38,0,First basketball season with a high school that's not Navarre
male,7/22/11 18:22,0,@steve228uk I think its even more shocking that talktalk didn't feel the need to encrypt their data regardless of whether they're obliged to
male,2/4/11 7:30,0,@FlxWashington im bout to be by yu at the stu
male,10/26/11 7:00,0,Eme RnB singer comes through with yet another catchy tune but this time around is the remix of his previously... https://t.co/jCJje7p9ux
male,10/2/15 15:39,0,"their is an urgent matter dat needs the sincere attention of kano. our struggle is finally coming tru. we hv 2 meet 2moro, either b4 or aft"
male,1/25/12 2:26,0,I recorded myself singing clocks. Its as bad as you think. It'll go up when I capture the IC title
male,2/23/15 9:23,0,Prayers go out to Oklahoma State University cause last week 4 ppl died and 44 injured during the shooting at OSU homecoming parade.
male,6/3/09 15:44,0,"@Tim_Muma @RamieIsTweeting people are choosing to eliminate the 1 season with the largest sample size. Also, Jordan comment was sarcasm"
male,12/6/11 1:49,0,"@nokesy95 No Head Phones Nokes... Thinks he can DJ without headphones bringing in the next track, high hats everywhere"
male,12/6/09 19:24,0,Andray Blatche playin' ball in China &amp; still got me blocked. I gave up the rights to the domain andrayblatchesucks dot com 2 yrs ago
male,8/5/11 14:40,0,Wen i try too sign in it says unable too sign in But i was just told that i needed the Play station plus@AskEASupport
male,9/25/12 5:21,0,"No matter the cost, I will preach gospel void of African beliefs and man made doctrines.  I will refuse to put... https://t.co/1Z506HlkbT"
male,1/2/14 23:36,0,"@realjerryjones Greg Hardy is disrespectful and thuggish. It doesn't matter how good he is, you are damaging your Rep and the teams Rep"
male,5/11/13 6:16,0,Someone give me plans for the daaaaaay
male,9/24/15 13:14,0,@katmele_ ya get the fuck out my mentions
male,5/20/09 11:11,0,"1979 advertisement / flyer for the UNITS first 4 song, 7"" e.p. Art by Tom Bonauro.
Available as a reissue on FDH... https://t.co/NSRupPGyCt"
male,7/11/15 12:48,0,wait no this is the last episode of futurama oh no
male,6/28/09 1:29,0,Paul Ryan and the fight for the GOP۪s soul: If Ryan can co-opt half or more of the Freedom_ https://t.co/73fdZXOA63
male,10/23/10 17:01,0,Amazing: See Igbo Village In The United States OfAmerica https://t.co/xwwbKaPWw6 https://t.co/kBzoM1yPnm
male,1/24/14 14:09,0,"@Harry_Styles the words will never be strong enough for describe all the love, respect and admiration i feel for you...follow me pls? x8345"
male,9/11/15 10:05,0,Here are the Apple Watch faces ranked worst to best #AppleWatchBands https://t.co/elrniztWnv https://t.co/1l7QMSJipp
male,5/11/14 2:20,0,#mungaab and his district leaders are gone. I hope the new mayor gets rid of those thugs and there is a wider representation.
male,6/5/12 16:28,0,"@AllanSchumacher @ExtraLife4Kids ""100% of the donations received go to the hospitals being supported."" absolutely fantastic!!"
male,9/13/15 12:48,0,"@FZSchools All thanks to the freshmen of the NHS band!
#creditwhereitsdue"
male,3/21/10 19:28,0,"Using fresh herbs for cooking, fantastic teas, healing ailments? Grow your own herb garden and enjoy the rewards: https://t.co/c7jffML2s8"
male,12/13/08 19:53,0,Ugh everytime the main lead is with her I want them to end up together but when the second lead shows up too I like him just as much
male,6/10/11 8:02,0,"The tackles against our players, you'd swear somebody sent these teams to sabotage us."
male,2/9/14 8:51,0,"Yknow what, I'm so damn done. Want me, don't want me, I don't care, miss me or don't, don't care, cya later."
male,4/1/11 9:42,0,I have this crazy ass headache. Don't think I'm gonna hit the gym tonight...
male,5/6/14 22:10,0,The secret lies in our sense of wonder and beauty.
male,10/26/14 5:43,0,He's played the game the whole year and still doesn't have a sausage of what's going on -@iClovah
male,11/3/11 19:06,0,"THE A-N-T-I-C-I-P-A-T-I-O-N. ""@LivecalmAfrica: We'll be dropping some fine images tomorrow noon _"""
male,1/2/13 17:38,0,@OneBADMAC @BillyCorben he wants the job. He's said it already and practically begs for it
male,6/9/09 13:27,0,Playboy's really stepped up the content now that they're not showing tits. https://t.co/zr3G935jlu
male,10/4/11 11:38,0,I cant spot the bs a mile away
male,3/31/15 19:07,0,"@davidfrum Ont Libs unpopular, Trudeau won Ont. Ont voters wudn't have cared. Just the same tripe coming from poor loser Cons. #cdnpoli"
male,6/18/14 1:30,0,When I was young the world it was smaller The cities were vast the buildings were taller
male,7/31/14 16:47,0,@IvandontcareH @amanda_shelton_ menninists don't respond to getting punched in the face very well
male,9/5/11 17:30,0,"@Maskinen92 @_WhatEven @RussianSnowball I meant on the website, like before we had access"
male,4/27/14 10:35,0,@onedirection Artist Of The Year #AMAs
male,7/1/12 10:46,0,@miedoyficcion @SuperheroFeed people always want to see the negative lol it's just a film no need to make assumptions
male,12/8/10 3:15,0,Making the descent: Marines hone fast-roping skills - https://t.co/rhVvVlohny (press release) https://t.co/7xgsLsGqOx #usmc
male,11/10/10 16:06,0,Hey @NerdHeardBen! Nerd points for nerding it out in WW2 dogfights while listening to the show? https://t.co/eY9ggGbXwA
male,2/17/14 17:16,0,"Dunno wats worse, me waking into my sons room and he's doing ""waists movement"" for the TL or this  https://t.co/0057BOWKey"
male,5/30/13 15:12,0,Police upset technology means their dirt is now exposed for the world to see
male,9/29/10 4:49,0,@stu_howe81 @JackLoPan @JGrog81 I know! Not sure on exact date yet. Over the 6th-9th November. Hopefully Sunday 8th. #daysesh
male,8/27/10 15:59,0,TAFE's construction teachers face the axe despite building boom https://t.co/enQ9Pv61oI
male,10/18/13 20:49,0,@JerkyXP thanks for the motivational Monday's
male,12/8/11 11:51,0,The Body Language.
male,1/27/12 9:44,0,@_NicoleBrooks Option 2...Go to the student bar
male,8/5/14 10:49,0,@BuckSexton I remember the days when I would party too hard on the weekend and call in sick on Monday.......
